,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1772,0,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
1773,0,5,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
1774,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,5,0
1775,0,5,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1776,0,5,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1777,1,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5
1778,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5
1779,0,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1780,0,5,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
1781,0,2,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1
1782,0,5,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
1783,1,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1
1784,0,0,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
1785,0,5,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1786,1,2,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5
1787,0,5,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1788,0,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1789,0,5,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1790,1,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
1791,0,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1792,0,5,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1793,0,2,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1794,0,5,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
1795,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1
1796,0,5,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
1797,0,2,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1798,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5
1799,0,2,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1800,0,2,3,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1801,0,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
1802,0,5,0,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
1803,0,5,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
1804,0,2,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1805,0,2,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0
1806,0,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1
1807,0,5,0,3,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
1808,0,5,3,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,5,0
1809,0,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1810,1,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
1811,0,2,0,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0
1812,1,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1
1813,0,5,2,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1
1814,0,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
1815,0,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1
1816,1,5,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
1817,0,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
1818,0,2,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1
1819,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0
1820,0,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1821,0,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1822,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
1823,0,2,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,5,0
1824,0,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
1825,0,2,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1826,0,5,3,2,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,4,0
1827,0,2,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1828,0,5,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1829,0,5,3,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1830,0,5,3,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,5,0
1831,0,5,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0
1832,0,2,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1833,0,5,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0
1834,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0
1835,0,5,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
1836,0,5,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
1837,0,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
1838,0,5,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0
1839,0,5,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1840,0,5,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1841,0,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1842,0,5,3,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
1843,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5
1844,0,5,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0
1845,0,2,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1
1846,0,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1847,0,5,3,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0
1848,0,2,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,4,0
1849,0,5,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
1850,0,2,0,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1851,0,5,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1852,0,5,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1853,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
1854,0,5,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,5,0
1855,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1856,0,5,0,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0
1857,0,5,0,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
1858,1,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
1859,0,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
1860,0,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
1861,0,5,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0
1862,0,5,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1863,0,5,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
1864,0,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1865,0,5,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
1866,0,5,3,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
1867,0,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
1868,0,5,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1869,0,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1870,0,5,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1871,0,2,0,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1872,0,2,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1873,0,2,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
1874,0,5,3,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
1875,0,5,0,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
1876,0,5,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0
1877,0,5,0,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0
1878,0,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
1879,0,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1880,0,5,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1881,0,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
1882,0,5,0,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0
1883,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
1884,0,2,0,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0
1885,0,2,0,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
1886,0,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1887,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1
1888,0,2,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1889,0,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1890,0,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
1891,0,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1892,0,5,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1893,0,5,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1894,0,5,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1895,0,5,3,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
1896,0,5,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
1897,0,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1898,0,2,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1899,0,5,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1900,0,2,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
1901,0,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1902,0,2,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1903,0,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
1904,0,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
1905,0,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
1906,0,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
1907,0,5,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0
1908,0,2,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1909,0,2,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1910,0,5,3,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0
1911,0,5,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
1912,0,5,3,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
1913,0,5,0,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1914,0,2,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1915,0,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1
1916,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
1917,0,2,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1918,0,2,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1919,0,2,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0
1920,0,5,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0
1921,0,2,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1922,0,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1923,0,5,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
1924,0,5,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
1925,0,2,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
1926,0,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1
1927,0,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1928,0,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1929,0,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1930,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5
1931,0,0,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
1932,0,5,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
1933,0,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1934,0,5,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
1935,0,5,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1936,0,2,2,8,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
1937,0,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1938,0,5,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1939,0,5,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
1940,0,5,3,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0
1941,0,2,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0
1942,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0
1943,0,2,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1944,0,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1945,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5
1946,0,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1
1947,0,5,3,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,5,0
1948,0,5,3,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1949,0,5,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1950,0,5,0,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0
1951,0,5,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0
1952,0,5,0,3,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,5,0
1953,0,5,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0
1954,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0
1955,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1
1956,0,5,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1957,0,5,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0
1958,0,5,0,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0
1959,1,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1
1960,0,5,0,3,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0
1961,0,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1962,0,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0
1963,0,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
1964,0,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1965,0,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1966,0,5,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1967,0,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
1968,0,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0
1969,0,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1970,0,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1971,0,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
1972,1,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
1973,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0
1974,0,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
1975,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
1976,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,4,0
1977,0,5,0,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
1978,0,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
1979,0,5,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0
1980,0,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1981,0,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
1982,0,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
1983,0,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1984,0,5,3,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
1985,0,5,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0
1986,0,5,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1987,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5
1988,0,5,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0
1989,1,2,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5
1990,1,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
1991,0,5,0,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0
1992,0,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
1993,0,5,0,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0
1994,0,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1995,0,5,0,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0
1996,0,2,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1997,0,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1998,0,5,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1999,0,5,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
2000,0,5,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0
2001,0,5,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
2002,0,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
2003,0,5,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0
2004,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,5
2005,0,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1
2006,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
2007,0,2,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1
2008,0,2,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
2009,1,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1
2010,0,5,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
2011,0,5,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
2012,0,5,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0
2013,0,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
2014,0,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
2015,0,2,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
2016,0,2,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
2017,0,2,2,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2018,0,2,0,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2019,0,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
2020,0,5,0,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0
2021,0,5,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2022,0,5,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0
2023,0,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
2024,0,5,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0
2025,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2026,0,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
2027,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2028,0,5,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
2029,0,0,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
2030,0,5,3,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,4,0
2031,0,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
2032,0,5,0,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,5,0
2033,0,2,3,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0
2034,0,5,3,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0
2035,0,5,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
2036,0,5,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
2037,0,5,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
2038,0,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
2039,0,5,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0
2040,0,2,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
2041,0,2,0,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2042,0,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
2043,0,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1
2044,0,5,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
2045,0,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
2046,0,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0
2047,0,5,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
2048,0,5,3,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,4,0
2049,0,2,0,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2050,0,5,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
2051,0,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
2052,0,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
2053,0,2,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
